tweet,label
Perludem: Tegakkan Protokol Covid-19 atau Tunda Pilkada 2020  https://nasional.tempo.co/read/1383554/perludem-tegakkan-protokol-covid-19-atau-tunda-pilkada-2020?utm_source=twitter&utm_medium=heru&utm_campaign=heru …,0
"Kapolsek Kubu Polres Karangasem melakukan Sambang ke Desa Tianyar sekaligus berikan himbauan Kamtibmas dan Protokol Covid-19...!!!
#polripedulicovid
#polripromoter
@reskarangasem
karangasemterkini 
@gatrakarangasem…  https://www.instagram.com/p/CE05AekApr1/?igshid=12m3uowlqtzex …",1
"Disiplin Protokol Kesehatan itu penting, kita bisa stop penyebaran covid-19 #GanjilGenapPerparahCovidDKI pic.twitter.com/Rzjb9xgoqo",1
"Sanksi Calon Kepala Daerah Pelanggar Protokol Covid-19, Pelantikan Ditunda  https://www.suara.com/news/2020/09/07/140044/sanksi-calon-kepala-daerah-pelanggar-protokol-covid-19-pelantikan-ditunda?utm_source=twitter.dlvrit&utm_medium=twitter&utm_campaign=suaradotcom … #DariSuara",0
Pengen tau aja protokol buat orang2 yg br keluar rs sembuh dr covid. Ini biar kt aware dan kita jg care ke orang lain. Angka covid naik dratis setiap saat,0
"Rapat evaluasi operasional pelabuhan PPN Ternate (07/09) merupakan kegiatan mingguan, untuk membahas kegiatan operasional pekan sebelumnya dan merencanakan kegiatan pekan berikutnya.  
Rapat di pimpin langsung oleh kalabuh dengan tetap menjalankan protokol covid-19.

@djpt_kkp pic.twitter.com/YS41aq0u86",1
"AYO PAKAI MASKER
..
Kedisiplinan dalam mematuhi protokol kesehatan dengan menggunakan masker adalah kunci dalam memutus mata rantai penyebaran virus Covid-19.  pic.twitter.com/5QQrBhjM7p",1
"Pendaftaran Pasangan Calon Usai, Protokol Covid-19 Menjadi Atensi Bawaslu KLU  http://lombokutara.bawaslu.go.id/pendaftaran-pasangan-calon-usai-protokol-covid-19-menjadi-atensi-bawaslu-klu/ …",-1
"Protokol Kesehatan Covid-19 wajib kita patuhi dengan disiplin :

👉 Jaga Jarak Interaksi
👉 Disiplin Cuci Tangan
👉 Pakai Masker 😷
👉 Hindari Kerumunan

Yuk Sehat bersama, untuk keselamatan kita semua...🙏
#LaskarBangkit Untuk Banjarmasin pic.twitter.com/go9SDZWGbw",1
"Bapak Maurus Natalis selaku Kepala dusun Tareng Plasma II Ds. Amboyo Utara

Mengajak untuk menerapkan protokol kesehatan guna mencegah penyebaran virus Covid-19

#poldakalbar
#bersamacegahpenyebarancovid19 pic.twitter.com/4kbC16gWw5",0
Bhabinkamtibmas Desa Rambai Polsek Talun Kenas Polresta DS Bripka Simon Barus menyampaikan pesan ttg Adaptasi Kebiasaan Baru dgn menerapkan Protokol Kesehatan dlm mencegah penyebaran Covid -19 .  pic.twitter.com/iqcyJvmkfP,1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/uL9el8vxa5",1
"Hai Sobat BSI!⁣
Kalian sudah tahu belum seberapa penting memakai masker saat beraktivitas diluar rumah??⁣
Apalagi di masa pandemi Covid-19 ini, masker menjadi salah satu alat protokol kesehatan yang wajib digunakan saat kita berada diluar rumah. ⁣  pic.twitter.com/eNGEf0QVak",0
"Tetapi pada pasien yang memiliki gejala seperti COVID ya tetap lebih aman jika dimakamkan dengan protokol yg ada, lebih baik mencegah penyebaran dari pada ada keluarga yang tertular lagi, karena hasil pcr itu bisa 3-4 hari keluarnya, gamungkin kan mayatny mau dibiarkan??",0
"Dicek aja resto atau tempat nongkrong masih full pengunjungnya dan ga pake masker.

 https://news.detik.com/berita/d-5162739/positivity-rate-covid-19-di-dki-melonjak-ini-datanya …

Warga Jakarta harus benar-benar patuh protokol COVID-19. Kurva Corona masih menanjak. Anies menyatakan kondisi ini mengkhawatirkan. Positivity rate tinggi.",0
" https://news.detik.com/berita/d-5162739/positivity-rate-covid-19-di-dki-melonjak-ini-datanya …

Warga Jakarta harus benar-benar patuh protokol COVID-19. Kurva Corona masih menanjak. Anies menyatakan kondisi ini mengkhawatirkan. Positivity rate tinggi.",0
Cegah Covid-19 Anggota Polsek Serhil Pantau Protokol Kesehatan Warga dan Membagikan Masker  https://kaltengnews.com/cegah-covid-19-anggota-polsek-serhil-pantau-protokol-kesehatan-warga-dan-membagikan-masker/ …,0
Hukuman masuk peti bagi pelanggar protokol Covid-19  pic.twitter.com/8ygXO7Cmif,0
"Menuntaskan Pandemi Covid-19 bukan hanya tugas pemerintah. Peran masyarakat melaksanakan Protokol kesehatan juga diperlukan

#DisiplinLakukan3M  pic.twitter.com/73axsFsyyf  https://twitter.com/pidressitubondo/status/1302807922305449984 …",1
"Disiplin menerapkan protokol kesehatan cegah covid-19
#DisiplinLakukan3M  https://www.instagram.com/p/CE03V04AOkp/?igshid=4y1mi3niygse …",1
Cegah Covid-19 Anggota Polsek Serhil Pantau Protokol Kesehatan Warga dan Membagikan Masker  https://goo.gl/fb/rFqLsx ,-1
"Senin, 7 September 2020 Kepala BPIU2K Karangasem, Bapak Winarno, A.Pi, M.Pi memberikan briefing pada apel pagi mengenai evaluasi kegiatan balai, serta himbauan untuk tetap menjaga kesehatan dan mematuhi protokol pencegahan penyebaran COVID-19 dari pemerintah.  pic.twitter.com/DxrrQ1q8sr",1
"Giat Bhabinkamtibmas Polsek seputih raman Bripka Sony,S.IP, Memberikan Himbawan Kepada Warga untuk tetap disiplin menggunakan masker serta Mengikuti  protokol kesehatan lainnya dengan menjaga jarak, rajin mencuci tangan dengan menggunakan sabun untuk mencegah penularan covid 19  pic.twitter.com/xfussdLm02",1
"Kapolsek Somagede AKP Hartoyo lakukan sambang dan berikan pesan kpd warga di desa Kanding agar patuhi protokol kesehatan jaga jarak, pakai maskwr dan cuci tangan dengan sabun guna cegah covid 19  pic.twitter.com/rShN8a0KLl",0
Gubernur Gorontalo kaji sanksi bagi parpol langgar protokol COVID-19  http://dlvr.it/Rg6Xjz  pic.twitter.com/W4oZcvpGVZ,0
"Giat Bhabinkamtibmas Polsek seputih raman Bripka Darmawan, Memberikan Himbawan Kepada Warga untuk tetap disiplin menggunakan masker serta Mengikuti  protokol kesehatan lainnya dengan menjaga jarak, rajin mencuci tangan dengan menggunakan sabun untuk mencegah penularan covid 19  pic.twitter.com/XSPTSfe3cU",1
"Giat Bhabinkamtibmas Polsek seputih raman Bripka Sony,s.IP Memberikan Himbawan Kepada Warga untuk tetap disiplin menggunakan masker serta Mengikuti  protokol kesehatan lainnya dengan menjaga jarak, rajin mencuci tangan dengan menggunakan sabun untuk mencegah penularan covid 19  pic.twitter.com/uK5kvsnx2P",1
Kapolsek Somagede AKP Hartoyo lakukan sambang dan berikan pesan kpd warga agar patuhi protokol kesehatan cegah covid 19  pic.twitter.com/s2x97rezDd,0
Kegiatan Monitoring Pelaksanaan Mandiri Protokol Kesehatan Covid-19 dan Sosialisasi Pemberian Sanksi bagi Pelanggar Covid-19 di Taman Kreatif Joglo Kab. Cianjur  https://www.instagram.com/p/CE026aen4yH/?igshid=1cnnldmh2wvcu …,0
"Giat Bhabinkamtibmas Polsek seputih raman Bripka Gede G, Memberikan Himbawan Kepada Warga untuk tetap disiplin menggunakan masker serta Mengikuti  protokol kesehatan lainnya dengan menjaga jarak, rajin mencuci tangan dengan menggunakan sabun untuk mencegah penularan covid 19  pic.twitter.com/baGwvdIIK6",1
Cegah Covid-19 Anggota Polsek Serhil Pantau Protokol Kesehatan Warga dan Membagikan Masker  https://tribratanews.kalteng.polri.go.id/cegah-covid-19-anggota-polsek-serhil-pantau-protokol-kesehatan-warga-dan-membagikan-masker/ …,1
"Giat Bhabinkamtibmas Polsek seputih raman Bripka Rio Vs, Memberikan Himbawan Kepada Warga untuk tetap disiplin menggunakan masker serta Mengikuti  protokol kesehatan lainnya dengan menjaga jarak, rajin mencuci tangan dengan menggunakan sabun untuk mencegah penularan covid 19  pic.twitter.com/boNO5QLpbV",1
Putus Penyebaran Covid-19 Sat Polair Polres Jembrana Himbau Masyarakat Pesisir Untuk Mematuhi Protokol Kesehatan dan Menjaga Kebersihan Lingkungan.  http://www.polresjembrananews.com/uncategorized/putus-penyebaran-covid-19-sat-polair-polres-jembrana-himbau-masyarakat-pesisir-untuk-mematuhi-protokol-kesehatan-dan-menjaga-kebersihan-lingkungan-20.html …,1
"Giat Bhabinkamtibmas Polsek seputih raman Bripka Gede Gunatika, Memberikan Himbawan Kepada Warga untuk tetap disiplin menggunakan masker serta Mengikuti  protokol kesehatan lainnya dengan menjaga jarak, rajin mencuci tangan dengan menggunakan sabun untuk mencegah penularan covid  pic.twitter.com/vvIBJD9tTV",1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/z73BVFi2PX – at Gereja Syalom Ende",1
Disiplin Protokol Kesehatan  akan Menyelamatkan mu dari wabah COVID-19 #DisiplinLakukan3M,1
"Giat Bhabinkamtibmas Polsek seputih raman Bripka Sony,S.IP Memberikan Himbawan Kepada Warga untuk tetap disiplin menggunakan masker serta Mengikuti  protokol kesehatan lainnya dengan menjaga jarak, rajin mencuci tangan dengan menggunakan sabun untuk mencegah penularan covid 19  pic.twitter.com/37hC96FM7u",1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/6zYWsM4eKM – at Gereja Syalom Ende",1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/51F5TXqq9v",1
" https://terasjabar.id/plugin/article/view/112411/pilkada-serentak-2020-bila-ada-yang-melanggar-protokol-covid-19-pelantikan-paslon-terancam-ditunda-hingga-6-bulan …

Pilkada Serentak 2020, Bila Ada yang Melanggar Protokol Covid-19, Pelantikan Paslon Terancam Ditunda hingga 6 Bulan

#Pilkada2020",-1
"Mari bersama-sama kita patuhi protokol kesehatan, cara ampun mencegah penyebaran covid-19 #DisiplinLakukan3M
• 10",1
Pelayanan SIM di Satpas Polresta Pontianak kota dengan mematuhi protokol kesehatan yang ketat dalam pencegahan penyebaran covid-19  https://www.instagram.com/p/CE02WL2Bqp1/?igshid=1ccbxj7vbhkcm …,1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/8Q67wZgtpy",1
"Giat Bhabinkamtibmas Polsek seputih raman Aipda Dewo Made A,, Memberikan Himbawan Kepada Warga untuk tetap disiplin menggunakan masker serta Mengikuti  protokol kesehatan lainnya dengan menjaga jarak, rajin mencuci tangan dengan menggunakan sabun untuk mencegah penularan covid 19  pic.twitter.com/I5vIKiXnPW",1
"Sukoharjo Menuju Adaptasi Kebiasaan Baru
.
Patroli Gabungan TNI Polri dan Pemkab Sukoharjo imbau warga masyarakat untuk tetap patuhi protokol kesehatan demi mencegah penyebaran Virus Covid-19.
.
#DisiplinLakukan3M pic.twitter.com/b5UfNB1r5F",1
Bertempat d Dusun Kampung Parang Babinsa Desa Panciro Sertu Hasyim sedang melaksanakan pemantauan terhadap warga yang sedang melaksanakan pesta perkwinan dilanjutkan dengan komsos membahas tentang protokol kesehatan Covid-19  pic.twitter.com/8SVK0LaDhd,-1
"teteup aja nggak ada Protokol Covid-19.., jaraknya berdekatan..🤨",0
Pelayanan SIM keliling polresta Pontianak Kota dengan menerapkan protokol kesehatan yang ketat dalam pencegahan penyebaran covid-19  https://www.instagram.com/p/CE02Ne2B3px/?igshid=jyh0ml92g8rx …,1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/YktVHJgGqC",1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/jg0lBzE5uI",1
"bersama-sama kita memutus rantai penyebaran covid-19 dengan selalu disiplin  mematuhi protokol kesehatan🥰🥰
#KukertaDaringUINBanten2020
#KukertaModerasiBeragamaPertama
#KukertaAmanProduktifMasaCovid
#pinterest",1
"Memberikan himbauan di kantor cabang PP muhammadiyah kta gede yka  agar mengikuti Protokol kesehatan dlm rangka pencegahan penyebaran Covid 19 dgn menerapkan adaptasi kebiasaan baru; selalu jaga jarak, menggunakan masker dan rajin mencuci tangan menggunakan sabun/Hand Sanitizer.  pic.twitter.com/b3fB7MsbK8",0
"Fokus Lamongan tetap pada sektor pertanian, karena 35% PDRB ditopang oleh sektor pertanian.
“Hanya sektor pertanian yang masih eksis dan berkontribusi menyumbang pertumbuhan ekonomi nasional ditengah menurunnya ekonomi karena Covid-19,” ungkap Bupati Lamongan Fadeli.
#lamongan pic.twitter.com/iXZ1ltce7U",-1
"Presiden Jokowi: Tindak tegas pelanggar protokol Covid-19 pada Pilkada 2020
 https://www.alinea.id/s/b1ZTz9wUB  pic.twitter.com/voKgsyNYUG",0
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/if6OIfzJyC",1
"soal anjay sy gak mudeng, yg penting disipilin protokol covid 19 ditegakkan, kegiatan ekonomi sudah mulai berjalan, orang2 mulai sibuk, jalanan macet lagi, kerumunan politik mulai digelar, sudah banyak yg gak tahan, bosan, ""cuek"" dgn penularan yg makin menggilee, aammpuuunnn...🙏🏽",0
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/DVDaVJsX0W",1
"AYO PAKAI MASKER!

Pandemi Covid-19 hingga saat ini belum juga berakhir.
Kedisiplinan dan kesadaran kita dalam menerapkan protokol kesehatan menjadi kunci utama memutus mata rantai Covid-19.
Akhiri pandem, Ayo Pakai Masker!!!
#DisiplinLakukan3M pic.twitter.com/2Va895mEMU",1
"➡️➡️ JAGA JARAK KETIKA BERADA DIRUANG PUBLIK DENGAN BERADAPTASI KEBIASAAN BARU, AGAR TERHINDAR DARI COVID-19 👮‍♂️👍
.
➡️ TETAP PATUHI PROTOKOL KESEHATAN DENGAN PAKAI MASKER, JAGA JARAK SERTA SERING CUCI TANGAN…  https://www.instagram.com/p/CE01uBmpRH6/?igshid=8x2irrscq37p …",1
"GIAT BHABINKAMTIMAS POLSEK BUNTURAJA BRIPKA TOGI M. BUTAR-BUTAR DDS SEKALIGUS MEMBERIKAN HIMBAUAN KEPADA MASYARAKAT DS.  JUMATEGUH AGAR MEMATUHI PROTOKOL KESEHATAN SELALU MEMAKAI MASKER UNTUK ANTISIPASI PENYEBARAN VIRUS COVID 19 , PADA HARI  SENIN TANGGAL 07 SEPTEMBER 2020.  pic.twitter.com/Pms4OWxr6D",1
Cegah Covid-19 Polsek Singkep Barat Polres Lingga Bagikan Masker dan Himbau Protokol Kesehatan  https://www.wartapembaruan.id/2020/09/07/cegah-covid-19-polsek-singkep-barat-polres-lingga-bagikan-masker-dan-himbau-protokol-kesehatan/ …,1
"M. Khuwalid, Ketua Bawaslu NTB menyampaikan agar seluruh jajaran Bawaslu segera menginformasikan ke publik terkait hasil pengawasan terhadap Paslon yang mendaftar. ""Peraturan KPU No. 10, dapat menjadi shock terapi bagi Paslon yang melanggar standard protokol Covid-19"" tutupnya.",0
"Memasyarakatkan penggunaan masker,Protokol Kesehatan, Adaptasi Kebiasaan Baru,cegah
penularan dan penyebaran Virus Corona,memutus mata rantai Pandemi Covid 19.
Bhabinkamtibmas Ds.Benda - Sukamulya BRIGADIR ADA PRANTONA dalam sambang dan dialogis.
AYO PAKAI MASKER.
(07/09/2020)  pic.twitter.com/AfThy1TQZc",1
"GIAT BHABINKAMTIMAS POLSEK BUNTURAJA BRIPKA HARIANTO PURBA MEMBERIKAN HIMBAUAN KEPADA PERANGKAT DS SIMUNGUN AGAR DALAM PELAYANAN MASYARAKAT MENERAPKAN PROTOKOL KESEHATAN SELALU MEMAKAI MASKER UNTUK ANTISIPASI PENYEBARAN VIRUS COVID 19 , PADA HARI  SENIN TANGGAL 07 SEPTEMBER 2020.  pic.twitter.com/iKZln5mb2r",1
"Memberikan himbauan diKantor Samsat Kota Yogyakarta, agar selalu mengikuti Protokol kesehatan dalam rangka pencegahan penyebaran Covid 19 dengan menerapkan adaptasi kebiasaan baru; selalu jaga jarak, menggunakan masker dan rajin mencuci tangan menggunakan sabun/Hand Sanitizer.  pic.twitter.com/PZfROVMaF7",1
Bhabinkamtibmas Desa Talapeta Polsek Talun Kenas Polresta DS Brigadir Firmansyah menyampaikan pesan ttg Adaptasi Kebiasaan Baru dgn menerapkan Protokol Kesehatan dlm mencegah penyebaran Covid -19 .  pic.twitter.com/4qCJlg9m49,1
"Ayo Pakai Masker..!!!

Jaga Diri Saat Keluar Rumah Dengan Memakai Masker.

Kedisiplinan Kita Dalam Menerapkan Protokol Kesehatan Saat ini Menjadi Kunci Utama Memutus Mata Rantai Covid-19.  https://www.instagram.com/p/CE01Dg6FfqL/?igshid=3j7kjeryexs3 …",1
"egiatan Vicon di Ruang SCC Polres Pematangsiantar Dalam rangka Pelaksanaan Protokol Kesehatan dan Pendisiplinan Covid-19 serta langkah langkah yang akan dilakukan, yg dilaksanakan dari Mabes Polri,  pada hari senin tanggal. 07 september 2020, pukul. 07.30 wib.  pic.twitter.com/1lKdIJzz7T",1
"#Repost @bpom_ri
• • • • • •
#SahabatBPOM, seiring meningkatnya kasus konfirmasi COVID-19 di tanah air, Kepala Badan POM RI mengajak kita untuk selalu menerapkan protokol kesehatan, salah satunya dengan memakai…  https://www.instagram.com/p/CE009Nyh3Xl/?igshid=v83kvpudcrhk …",1
"KEGIATAN PERSONEL POLSEK BUNTURAJA MELAKSANAKAN PATROLI BLU LIGHT CEK SITUASI KAMTIBMAS DIWILKUM POLSEK BUNTURAJA, SERTA MEMBERIKAN HIMBAUAN KEPADA MASYARAKAT AGAR  MENAATI PROTOKOL KESEHATAN UNTUK ANTISIPASI PENYEBARAN VIRUS COVID 19 DAN MEMULAI ADAPTASI KEBIASAAN BARU  pic.twitter.com/D29S9kw2nu",1
"13.33: RT @pasprojalantol: Pantauan arus lalu lintas ruas Tol Pasuruan - Probolinggo terpantau lancar dari kedua arah, tetap kendalikan batas kecepatan kendaraan anda dan patuhi protokol kesehatan untuk pencegahan Covid-19. #ElshintaEdisiSiang pic.twitter.com/9df9luZjWw",1
"Cegah Covid-19, Polsek Indrapura bersama TNI Sosialisasikan Protokol Kesehatan kepada Masyarakat  https://tandaseru.id/cegah-covid-19-polsek-indrapura-bersama-tni-sosialisasikan-protokol-kesehatan-kepada-masyarakat/ …",1
"13:30 WIB Pantauan arus lalu lintas ruas Tol Pasuruan - Probolinggo terpantau lancar dari kedua arah, tetap kendalikan batas kecepatan kendaraan anda dan patuhi protokol kesehatan untuk pencegahan Covid-19.
@e100ss
@RadioElshinta
@suarasurabayafm
@suara_pasuruan  pic.twitter.com/jJ4jQ5jK8K",1
"Cegah Covid-19, Personil Gabungan Koramil 13, Polsek Kedungwaringin dan UPTD Pasar Kedunggede himbau pedagang dan pengunjung Pasar Kedunggede patuhi protokol kesehatan 3M (memakai masker, menjaga jarak dan rajin mencuci tangan), Senin (07/09/2020)  pic.twitter.com/bPqeLvE4mW",1
masyarakat harus patuh dengan protokol kesehatan agar menekan penyebaran virus covid-19. harus ada kesadaran masyarakat.  https://twitter.com/setkabgoid/status/1302845677752315904 …,1
"Apapun, kapanpun, dimanapun dan siapapun 
3M :
- Menggunakan masker
- Menjaga jarak
- Mencuci tangan
Cegah, antisipasi penularan dan penyebaran Virus Corona, memutus mata rantai Pandemi Covid 19.
Protokol Kesehatan dalam Adaptasi Kebiasaan Baru.  pic.twitter.com/8Hi8juNDC9",1
"Apel, Doa dan Briefing Pagi dipimpin oleh Kepala BKIPM Makassar. Dalam arahannya, Kepala BKIPM Makassar menekankan kembali pentingnya melaksanakan protokol kesehatan untuk mencegah penyebaran Covid-19.
@kkpgoid @rinajanwar2201 @HumasBKIPM @IdjahChadidjah
#bkipmmakassarewako pic.twitter.com/QVFEnkAnhf",1
Operasi razia penegakan hukum Covid-19 melibatkan  80 personel Polri dan 4 personel POM TNI AD. Adapun kegiatan dengan melakukan imbauan protokol kesehatan.    https://mediaindonesia.com/read/detail/342845-polda-riau-gelar-razia-penegakan-hukum-covid-19 …,1
"Sukoharjo Menuju Adaptasi Kebiasaan Baru
.
Patroli Gabungan TNI Polri dan Pemkab Sukoharjo imbau warga masyarakat untuk tetap patuhi protokol kesehatan demi mencegah penyebaran Virus Covid-19.
.
#DisiplinLakukan3M pic.twitter.com/iasadJLaCs",1
"Yuuuk Disiplin Patuhi Protokol kesehatan demi memutus rantai penyebaran Covid-19 Mari kita saling mengingatkan untuk tetap disiplin dlm menerapkan protokol kesehatan
#DisiplinLakukan3M https://twitter.com/pidressitubondo/status/1302807922305449984 …",1
"Yuuuk Disiplin Patuhi Protokol kesehatan demi memutus rantai penyebaran Covid-19 Mari kita saling mengingatkan untuk tetap disiplin dlm menerapkan protokol kesehatan
#DisiplinLakukan3M",1
Partai Pengusung dan Bakal Paslon Pilkada 2020 Patuhi Protokol Covid 19  https://garismerahnews.com/partai-pengusung-dan-bakal-paslon-pilkada-2020-patuhi-protokol-covid-19/ …,1
"Disiplin menerapkan protokol kesehatan cegah covid-19
#DisiplinLakukan3M pic.twitter.com/7x2KiG7hWW",1
"#Repost @bpom_ri
• • • • • •
#SahabatBPOM, seiring meningkatnya kasus konfirmasi COVID-19 di tanah air, Kepala Badan POM RI mengajak kita untuk selalu menerapkan protokol kesehatan, salah satunya dengan memakai…  https://www.instagram.com/p/CE00PM6Jwcr/?igshid=h6kbz226wxms …",0
"#Repost @humaspoldajatim
Menuntaskan Pandemi Covid-19 bukan hanya tugas pemerintah. Peran rakyat melaksanakan Protokol kesehatan juga di perlukan.
#JatimBermasker selamatkam kita semua.
#polripromoter #jogojawatimurbebascovid19 @divisihumaspolri #DisiplinLakukan3M pic.twitter.com/SOk7QtauZ6",1
"Sukoharjo Menuju Adaptasi Kebiasaan Baru
.
Patroli Gabungan TNI Polri dan Pemkab Sukoharjo imbau warga masyarakat untuk tetap patuhi protokol kesehatan demi mencegah penyebaran Virus Covid-19.
.
#DisiplinLakukan3M pic.twitter.com/H4mBdG5Ne6",1
"JATIM BERMASKER 

Menuntaskan pandemi covid - 19 bukan hanya tugas pemerintah, namun Peran rakyat menerapkan protokol kesehatan juga diperlukan

#jawatimurbermasker #DisiplinLakukan3M #ayojogojawatimurbebascovid19 pic.twitter.com/bVv3Ah1oid",1
"Sukoharjo Menuju Adaptasi Kebiasaan Baru
.
Patroli Gabungan TNI Polri dan Pemkab Sukoharjo imbau warga masyarakat untuk tetap patuhi protokol kesehatan demi mencegah penyebaran Virus Covid-19.
.
#DisiplinLakukan3M pic.twitter.com/kJGQsw43gA",1
"#791PASKOT
.
Menuntaskan Pandemi Covid-19 bukan hanya tugas pemerintah. Peran rakyat melaksanakan Protokol kesehatan juga di perlukan. Warga dan Pemerintah haru Solid.

Ayo dulur ojo lali gawe masker ! 
maskerku…  https://www.instagram.com/p/CE0z3Hfg0ax/?igshid=1xpmalarqw4y …",1
"Pelayanan Masyarakat pagi hari dipenggal-penggal jalan diwilayah kota Magelang dalam situasi aman dan lancar, senin(7/9).

Mari Tertib Berlalu Lintas dan Patuhi Protokol Kesehatan Cegah Covid-19.  pic.twitter.com/5lPwnMEof9",1
"Penting!
Alat Pelindung Diri (APD) medis. Sesuai dengan protokol penanganan Covid-19.

Maka, tim kami di PT 3S Indonesia, distributor Multi One Plus yang mendistribusikan APD ini ke seluruh Indonesia. Rumah sakit, klinik, lembaga kesehatan, dll.

Kami men… https://lnkd.in/gk6mM2Z ",1
"Sukoharjo Menuju Adaptasi Kebiasaan Baru
.
Patroli Gabungan TNI Polri dan Pemkab Sukoharjo imbau warga masyarakat untuk tetap patuhi protokol kesehatan demi mencegah penyebaran Virus Covid-19.
.
#DisiplinLakukan3M pic.twitter.com/158FldKnS1",1
"Sukoharjo Menuju Adaptasi Kebiasaan Baru
.
Patroli Gabungan TNI Polri dan Pemkab Sukoharjo imbau warga masyarakat untuk tetap patuhi protokol kesehatan demi mencegah penyebaran Virus Covid-19.
.
#DisiplinLakukan3M pic.twitter.com/orUGLiyaWP",1
"Pemerintah terus berkomitmen menjaga dan melindungi tenaga kesehatan dari penularan covid-19. Mari kita disiplin terapkan protokol kesehatan
#GanjilGenapPerparahCovidDKI pic.twitter.com/pSPmylsPeT",1
"Pemerintah terus berkomitmen menjaga dan melindungi tenaga kesehatan dari penularan covid-19. Mari kita disiplin terapkan protokol kesehatan
#GanjilGenapPerparahCovidDKI pic.twitter.com/fkojBXmIM9",1
"Pemerintah terus berkomitmen menjaga dan melindungi tenaga kesehatan dari penularan covid-19. Mari kita disiplin terapkan protokol kesehatan
#GanjilGenapPerparahCovidDKI  pic.twitter.com/qv6LjqDXxT",1
"Keputusan ini diambil berdasarkan peningkatan kasus COVID-19 yang signifikan di Banten. 

Jadi, lagi lagi kita dihimbau untuk stay at home ya. Jangan keluar rumah kalo engga ada kepentingan. Kalau memang harus keluar rumah, jangan lupa untuk menerapkan protokol kesehatan yaa 🌻",0
"Pemerintah terus berkomitmen menjaga dan melindungi tenaga kesehatan dari penularan covid-19. Mari kita disiplin terapkan protokol kesehatan
#GanjilGenapPerparahCovidDKI  pic.twitter.com/r1O4Ic9wD4",1
"Pemerintah terus berkomitmen menjaga dan melindungi tenaga kesehatan dari penularan covid-19. Mari kita disiplin terapkan protokol kesehatan
#GanjilGenapPerparahCovidDKI  pic.twitter.com/CzXAmQzuf6",1
"Pemerintah terus berkomitmen menjaga dan melindungi tenaga kesehatan dari penularan covid-19. Mari kita disiplin terapkan protokol kesehatan
#GanjilGenapPerparahCovidDKI  pic.twitter.com/R315OrHyn4",1
"LAGU   ,  JANGAN SALAH PILIH  
                 DI PILKADA 2020 

Coblos yang anti radikal , anti korupsi , perduli covid 19 , TAAT PROTOKOL KESEHATAN dan serba bisa kerja

 https://youtu.be/FvA7I7MfPQg ",1
Relawan Covid garda terdepan dorong warga disiplin protokol kesehatan #GanjilGenapPerparahCovidDKI https://nasional.okezone.com/read/2020/09/05/337/2273062/relawan-covid-19-garda-terdepan-dorong-warga-disiplin-protokol-kesehatan …,1
